CaseID,contest_no,Education,Gender,Country of Origin,Reason for Application,Job,Job Experience,Job Plans,Prior Entry,Language Skills,Chosen_Immigrant,ethnocentrism,profile,LangPos,PriorPos
1159,3,two-year college,female,Mexico,seek better job,doctor,1-2 years,no plans to look for work,never,fluent English,1,100,1,2,6
1159,3,graduate degree,male,India,reunite with family,child care provider,3-5 years,no plans to look for work,once w/o authorization,tried English but unable,0,100,2,2,6
1159,4,graduate degree,male,Poland,reunite with family,gardener,none,contract with employer,once w/o authorization,broken English,0,100,1,2,6
1159,4,8th grade,female,Iraq,escape persecution,teacher,3-5 years,will look for work,never,tried English but unable,1,100,2,2,6
1159,5,no formal,female,India,seek better job,gardener,5+ years,will look for work,never,broken English,0,100,1,2,6
1159,5,graduate degree,female,Germany,reunite with family,janitor,5+ years,contract with employer,six months with family,used interpreter,1,100,2,2,6
1160,1,8th grade,male,Somalia,reunite with family,janitor,none,will look for work,once as tourist,used interpreter,0,65,1,9,4
1160,1,8th grade,male,France,seek better job,nurse,1-2 years,will look for work,many times as tourist,used interpreter,1,65,2,9,4
1160,2,high school,female,Somalia,seek better job,waiter,none,will look for work,once w/o authorization,used interpreter,0,65,1,9,4
1160,2,high school,male,Philippines,seek better job,child care provider,5+ years,interviews with employer,once as tourist,tried English but unable,1,65,2,9,4
1160,3,college degree,male,China,seek better job,financial analyst,3-5 years,no plans to look for work,six months with family,tried English but unable,1,65,1,9,4
1160,3,graduate degree,female,Philippines,seek better job,computer programmer,5+ years,no plans to look for work,once w/o authorization,fluent English,0,65,2,9,4
1160,4,two-year college,male,France,seek better job,gardener,5+ years,contract with employer,once as tourist,tried English but unable,1,65,1,9,4
1160,4,college degree,male,India,seek better job,construction worker,none,no plans to look for work,many times as tourist,fluent English,0,65,2,9,4
1160,5,4th grade,female,Poland,reunite with family,construction worker,5+ years,will look for work,once w/o authorization,broken English,0,65,1,9,4
1160,5,college degree,female,India,reunite with family,doctor,none,contract with employer,never,broken English,1,65,2,9,4
1161,1,8th grade,female,Sudan,escape persecution,child care provider,none,will look for work,never,tried English but unable,1,NA,1,1,2
1161,1,4th grade,female,Somalia,seek better job,child care provider,5+ years,contract with employer,once w/o authorization,tried English but unable,0,NA,2,1,2
1161,2,graduate degree,female,India,reunite with family,construction worker,1-2 years,contract with employer,many times as tourist,tried English but unable,0,NA,1,1,2
1161,2,graduate degree,male,France,seek better job,doctor,none,contract with employer,once as tourist,fluent English,1,NA,2,1,2
1161,3,two-year college,female,Sudan,escape persecution,teacher,none,will look for work,never,tried English but unable,0,NA,1,1,2
1161,3,college degree,female,China,seek better job,gardener,5+ years,interviews with employer,six months with family,broken English,1,NA,2,1,2
1161,4,4th grade,male,Iraq,escape persecution,nurse,none,will look for work,once w/o authorization,broken English,0,NA,1,1,2
1161,4,8th grade,male,France,seek better job,janitor,none,contract with employer,once as tourist,used interpreter,1,NA,2,1,2
1161,5,college degree,female,Somalia,reunite with family,waiter,5+ years,contract with employer,once w/o authorization,fluent English,0,NA,1,1,2
1161,5,8th grade,female,Sudan,escape persecution,child care provider,3-5 years,contract with employer,once as tourist,broken English,1,NA,2,1,2
1162,1,two-year college,female,Iraq,escape persecution,construction worker,1-2 years,will look for work,six months with family,tried English but unable,0,21.666668,1,9,1
1162,1,two-year college,male,Mexico,seek better job,nurse,5+ years,no plans to look for work,six months with family,fluent English,1,21.666668,2,9,1
1162,2,8th grade,female,Somalia,reunite with family,construction worker,5+ years,contract with employer,once as tourist,broken English,1,21.666668,1,9,1
1162,2,college degree,male,Sudan,reunite with family,gardener,3-5 years,interviews with employer,once as tourist,used interpreter,0,21.666668,2,9,1
1162,3,no formal,male,Mexico,seek better job,teacher,5+ years,interviews with employer,many times as tourist,broken English,1,21.666668,1,9,1
1162,3,graduate degree,male,Mexico,seek better job,doctor,none,contract with employer,once w/o authorization,broken English,0,21.666668,2,9,1
1162,4,4th grade,male,Philippines,reunite with family,child care provider,5+ years,interviews with employer,once w/o authorization,fluent English,0,21.666668,1,9,1
1162,4,4th grade,female,Mexico,seek better job,construction worker,1-2 years,interviews with employer,once as tourist,used interpreter,1,21.666668,2,9,1
1162,5,8th grade,female,Germany,reunite with family,janitor,none,will look for work,six months with family,fluent English,1,21.666668,1,9,1
1162,5,college degree,male,Philippines,reunite with family,child care provider,1-2 years,contract with employer,once w/o authorization,broken English,0,21.666668,2,9,1
1163,1,high school,female,Mexico,seek better job,teacher,1-2 years,will look for work,never,tried English but unable,0,-13.333332,1,1,2
1163,1,no formal,female,France,reunite with family,gardener,1-2 years,contract with employer,never,broken English,1,-13.333332,2,1,2
1163,2,two-year college,male,Mexico,seek better job,nurse,1-2 years,interviews with employer,many times as tourist,tried English but unable,0,-13.333332,1,1,2
1163,2,4th grade,male,China,escape persecution,gardener,5+ years,interviews with employer,six months with family,fluent English,1,-13.333332,2,1,2
1163,3,8th grade,female,France,reunite with family,construction worker,none,interviews with employer,once w/o authorization,used interpreter,0,-13.333332,1,1,2
1163,3,two-year college,female,Philippines,seek better job,nurse,5+ years,no plans to look for work,once w/o authorization,broken English,1,-13.333332,2,1,2
1163,4,college degree,female,Sudan,escape persecution,janitor,5+ years,no plans to look for work,six months with family,used interpreter,0,-13.333332,1,1,2
1163,4,graduate degree,male,Germany,reunite with family,janitor,5+ years,will look for work,many times as tourist,broken English,1,-13.333332,2,1,2
1163,5,8th grade,female,Iraq,escape persecution,nurse,none,no plans to look for work,never,used interpreter,0,-13.333332,1,1,2
1163,5,graduate degree,female,Philippines,reunite with family,financial analyst,none,no plans to look for work,six months with family,broken English,1,-13.333332,2,1,2
1164,1,graduate degree,male,Mexico,seek better job,research scientist,none,no plans to look for work,once as tourist,tried English but unable,0,NA,1,2,8
1164,1,4th grade,female,Germany,reunite with family,nurse,none,will look for work,once as tourist,broken English,1,NA,2,2,8
1164,2,high school,male,Sudan,seek better job,child care provider,3-5 years,no plans to look for work,once w/o authorization,used interpreter,0,NA,1,2,8
1164,2,high school,male,China,reunite with family,nurse,none,no plans to look for work,many times as tourist,broken English,1,NA,2,2,8
1164,3,4th grade,female,France,seek better job,waiter,none,contract with employer,six months with family,used interpreter,1,NA,1,2,8
1164,3,two-year college,male,Sudan,escape persecution,doctor,3-5 years,interviews with employer,never,fluent English,0,NA,2,2,8
1164,4,8th grade,male,China,escape persecution,construction worker,3-5 years,contract with employer,many times as tourist,tried English but unable,0,NA,1,2,8
1164,4,no formal,male,Germany,seek better job,gardener,5+ years,contract with employer,six months with family,tried English but unable,1,NA,2,2,8
1164,5,graduate degree,male,Somalia,reunite with family,child care provider,1-2 years,no plans to look for work,never,tried English but unable,0,NA,1,2,8
1164,5,graduate degree,female,India,reunite with family,waiter,5+ years,contract with employer,many times as tourist,broken English,1,NA,2,2,8
1165,1,no formal,female,Philippines,reunite with family,janitor,1-2 years,no plans to look for work,many times as tourist,used interpreter,0,38,1,1,8
1165,1,no formal,male,Philippines,reunite with family,teacher,none,no plans to look for work,never,tried English but unable,1,38,2,1,8
1165,2,4th grade,female,France,reunite with family,child care provider,5+ years,no plans to look for work,never,broken English,0,38,1,1,8
1165,2,8th grade,female,Sudan,escape persecution,nurse,5+ years,interviews with employer,never,tried English but unable,1,38,2,1,8
1165,3,college degree,male,Poland,reunite with family,construction worker,3-5 years,contract with employer,once w/o authorization,broken English,1,38,1,1,8
1165,3,4th grade,female,Somalia,seek better job,waiter,none,contract with employer,once w/o authorization,tried English but unable,0,38,2,1,8
1165,4,high school,female,Germany,reunite with family,construction worker,5+ years,contract with employer,once w/o authorization,fluent English,1,38,1,1,8
1165,4,graduate degree,male,Poland,reunite with family,waiter,1-2 years,no plans to look for work,once as tourist,used interpreter,0,38,2,1,8
1165,5,no formal,male,India,reunite with family,child care provider,3-5 years,interviews with employer,never,used interpreter,0,38,1,1,8
1165,5,4th grade,female,India,reunite with family,construction worker,5+ years,will look for work,never,fluent English,1,38,2,1,8
1166,1,college degree,female,Poland,reunite with family,child care provider,3-5 years,no plans to look for work,never,used interpreter,1,21.666668,1,5,3
1166,1,college degree,male,China,reunite with family,janitor,3-5 years,interviews with employer,once w/o authorization,used interpreter,0,21.666668,2,5,3
1166,2,college degree,female,Sudan,seek better job,gardener,1-2 years,contract with employer,many times as tourist,tried English but unable,1,21.666668,1,5,3
1166,2,graduate degree,female,France,reunite with family,research scientist,none,will look for work,once w/o authorization,used interpreter,0,21.666668,2,5,3
1166,3,college degree,female,China,reunite with family,teacher,5+ years,contract with employer,once w/o authorization,used interpreter,0,21.666668,1,5,3
1166,3,8th grade,male,Poland,reunite with family,construction worker,none,contract with employer,many times as tourist,used interpreter,1,21.666668,2,5,3
1166,4,4th grade,female,Germany,seek better job,janitor,5+ years,contract with employer,six months with family,fluent English,1,21.666668,1,5,3
1166,4,high school,male,Sudan,seek better job,gardener,none,interviews with employer,once w/o authorization,fluent English,0,21.666668,2,5,3
1166,5,high school,female,Mexico,seek better job,child care provider,none,interviews with employer,once w/o authorization,fluent English,0,21.666668,1,5,3
1166,5,4th grade,male,France,reunite with family,nurse,3-5 years,contract with employer,six months with family,fluent English,1,21.666668,2,5,3
1167,1,8th grade,male,Philippines,seek better job,gardener,3-5 years,no plans to look for work,once as tourist,fluent English,0,10,1,7,2
1167,1,college degree,female,France,seek better job,computer programmer,1-2 years,no plans to look for work,six months with family,fluent English,1,10,2,7,2
1167,2,4th grade,male,Somalia,seek better job,child care provider,none,will look for work,once as tourist,broken English,0,10,1,7,2
1167,2,graduate degree,male,India,reunite with family,gardener,5+ years,interviews with employer,once w/o authorization,tried English but unable,1,10,2,7,2
1167,3,no formal,male,Iraq,reunite with family,child care provider,5+ years,will look for work,once as tourist,tried English but unable,0,10,1,7,2
1167,3,8th grade,male,Poland,reunite with family,nurse,1-2 years,will look for work,many times as tourist,tried English but unable,1,10,2,7,2
1167,4,no formal,male,Mexico,reunite with family,waiter,none,no plans to look for work,many times as tourist,used interpreter,0,10,1,7,2
1167,4,8th grade,male,Germany,reunite with family,waiter,5+ years,contract with employer,six months with family,tried English but unable,1,10,2,7,2
1167,5,no formal,female,Mexico,reunite with family,child care provider,none,no plans to look for work,once w/o authorization,broken English,0,10,1,7,2
1167,5,4th grade,female,France,seek better job,construction worker,5+ years,interviews with employer,many times as tourist,tried English but unable,1,10,2,7,2
1168,1,4th grade,female,India,reunite with family,child care provider,5+ years,contract with employer,many times as tourist,fluent English,1,3.3333359,1,5,6
1168,1,high school,female,China,reunite with family,gardener,none,contract with employer,once w/o authorization,tried English but unable,0,3.3333359,2,5,6
1168,2,high school,female,China,seek better job,waiter,5+ years,no plans to look for work,six months with family,fluent English,0,3.3333359,1,5,6
1168,2,graduate degree,male,Somalia,escape persecution,financial analyst,1-2 years,interviews with employer,six months with family,tried English but unable,1,3.3333359,2,5,6
1168,3,8th grade,male,Germany,reunite with family,teacher,3-5 years,interviews with employer,once as tourist,tried English but unable,1,3.3333359,1,5,6
1168,3,high school,female,Mexico,reunite with family,child care provider,5+ years,no plans to look for work,six months with family,fluent English,0,3.3333359,2,5,6
1168,4,two-year college,female,France,seek better job,waiter,5+ years,no plans to look for work,once w/o authorization,broken English,0,3.3333359,1,5,6
1168,4,graduate degree,male,Iraq,reunite with family,child care provider,1-2 years,no plans to look for work,six months with family,used interpreter,1,3.3333359,2,5,6
1168,5,8th grade,male,Germany,reunite with family,waiter,none,will look for work,once as tourist,used interpreter,0,3.3333359,1,5,6
1168,5,8th grade,male,France,reunite with family,janitor,1-2 years,interviews with employer,many times as tourist,broken English,1,3.3333359,2,5,6
1169,1,college degree,female,Germany,seek better job,gardener,5+ years,no plans to look for work,six months with family,broken English,0,100,1,2,3
1169,1,8th grade,female,Germany,reunite with family,construction worker,1-2 years,contract with employer,once as tourist,broken English,1,100,2,2,3
1169,2,no formal,male,Iraq,seek better job,construction worker,5+ years,contract with employer,never,fluent English,1,100,1,2,3
1169,2,college degree,male,Iraq,reunite with family,construction worker,1-2 years,interviews with employer,never,fluent English,0,100,2,2,3
1169,3,4th grade,male,Philippines,seek better job,nurse,3-5 years,no plans to look for work,once w/o authorization,tried English but unable,0,100,1,2,3
1169,3,high school,male,Iraq,reunite with family,child care provider,none,interviews with employer,six months with family,used interpreter,1,100,2,2,3
1169,4,graduate degree,male,France,reunite with family,waiter,3-5 years,no plans to look for work,six months with family,broken English,0,100,1,2,3
1169,4,high school,female,Sudan,seek better job,nurse,1-2 years,contract with employer,many times as tourist,fluent English,1,100,2,2,3
1169,5,college degree,male,France,reunite with family,child care provider,3-5 years,contract with employer,once w/o authorization,fluent English,1,100,1,2,3
1169,5,4th grade,female,Somalia,escape persecution,teacher,none,will look for work,never,broken English,0,100,2,2,3
1171,1,high school,female,China,escape persecution,waiter,none,will look for work,many times as tourist,used interpreter,0,NA,1,4,5
1171,1,8th grade,male,Mexico,reunite with family,teacher,5+ years,contract with employer,six months with family,used interpreter,1,NA,2,4,5
1171,2,no formal,male,Germany,reunite with family,janitor,none,will look for work,six months with family,used interpreter,1,NA,1,4,5
1171,2,no formal,female,France,seek better job,construction worker,none,will look for work,six months with family,broken English,0,NA,2,4,5
1171,3,graduate degree,female,Philippines,seek better job,teacher,5+ years,no plans to look for work,never,tried English but unable,1,NA,1,4,5
1171,3,no formal,male,Mexico,reunite with family,nurse,1-2 years,no plans to look for work,never,tried English but unable,0,NA,2,4,5
1171,4,high school,female,Sudan,reunite with family,waiter,5+ years,interviews with employer,six months with family,used interpreter,0,NA,1,4,5
1171,4,college degree,male,India,reunite with family,gardener,5+ years,will look for work,many times as tourist,fluent English,1,NA,2,4,5
1171,5,college degree,female,India,reunite with family,doctor,3-5 years,no plans to look for work,never,used interpreter,1,NA,1,4,5
1171,5,college degree,male,Mexico,seek better job,nurse,5+ years,no plans to look for work,once as tourist,fluent English,0,NA,2,4,5
1172,1,two-year college,female,Sudan,reunite with family,nurse,5+ years,interviews with employer,many times as tourist,broken English,1,50,1,6,1
1172,1,college degree,female,Somalia,seek better job,financial analyst,none,will look for work,once as tourist,tried English but unable,0,50,2,6,1
1172,2,4th grade,male,France,reunite with family,janitor,5+ years,will look for work,once as tourist,fluent English,0,50,1,6,1
1172,2,two-year college,female,Philippines,reunite with family,teacher,none,interviews with employer,once as tourist,tried English but unable,1,50,2,6,1
1172,3,high school,female,Sudan,seek better job,janitor,5+ years,no plans to look for work,never,broken English,1,50,1,6,1
1172,3,8th grade,male,Philippines,seek better job,teacher,none,no plans to look for work,once as tourist,broken English,0,50,2,6,1
1172,4,two-year college,male,China,reunite with family,janitor,5+ years,contract with employer,once as tourist,tried English but unable,1,50,1,6,1
1172,4,high school,male,Sudan,seek better job,gardener,none,no plans to look for work,never,used interpreter,0,50,2,6,1
1172,5,high school,female,Somalia,seek better job,nurse,3-5 years,interviews with employer,six months with family,tried English but unable,1,50,1,6,1
1172,5,4th grade,male,Somalia,escape persecution,construction worker,3-5 years,contract with employer,many times as tourist,tried English but unable,0,50,2,6,1
1173,1,two-year college,male,India,seek better job,computer programmer,1-2 years,interviews with employer,many times as tourist,used interpreter,0,16.666668,1,6,9
1173,1,college degree,female,Iraq,escape persecution,waiter,1-2 years,contract with employer,many times as tourist,fluent English,1,16.666668,2,6,9
1173,2,graduate degree,female,India,seek better job,research scientist,1-2 years,contract with employer,six months with family,tried English but unable,0,16.666668,1,6,9
1173,2,two-year college,male,Sudan,reunite with family,computer programmer,5+ years,will look for work,never,fluent English,1,16.666668,2,6,9
1173,3,graduate degree,male,France,reunite with family,teacher,none,will look for work,many times as tourist,used interpreter,1,16.666668,1,6,9
1173,3,college degree,female,France,reunite with family,gardener,none,contract with employer,six months with family,tried English but unable,0,16.666668,2,6,9
1173,4,graduate degree,male,China,escape persecution,nurse,1-2 years,no plans to look for work,once as tourist,broken English,1,16.666668,1,6,9
1173,4,high school,female,Mexico,reunite with family,gardener,1-2 years,interviews with employer,never,tried English but unable,0,16.666668,2,6,9
1173,5,graduate degree,female,Germany,seek better job,gardener,none,interviews with employer,never,broken English,1,16.666668,1,6,9
1173,5,two-year college,male,Mexico,reunite with family,doctor,5+ years,interviews with employer,once w/o authorization,tried English but unable,0,16.666668,2,6,9
1175,1,two-year college,male,France,reunite with family,waiter,none,interviews with employer,once as tourist,fluent English,1,1.6666641,1,8,1
1175,1,high school,female,Somalia,escape persecution,gardener,3-5 years,interviews with employer,once w/o authorization,fluent English,0,1.6666641,2,8,1
1175,2,two-year college,female,Sudan,reunite with family,nurse,5+ years,no plans to look for work,many times as tourist,broken English,1,1.6666641,1,8,1
1175,2,4th grade,female,Mexico,seek better job,teacher,none,contract with employer,never,tried English but unable,0,1.6666641,2,8,1
1175,3,two-year college,female,India,seek better job,financial analyst,3-5 years,contract with employer,many times as tourist,fluent English,1,1.6666641,1,8,1
1175,3,graduate degree,female,China,escape persecution,doctor,3-5 years,interviews with employer,once w/o authorization,tried English but unable,0,1.6666641,2,8,1
1175,4,college degree,male,Mexico,reunite with family,doctor,3-5 years,will look for work,never,tried English but unable,1,1.6666641,1,8,1
1175,4,two-year college,male,Somalia,reunite with family,gardener,none,contract with employer,many times as tourist,fluent English,0,1.6666641,2,8,1
1175,5,college degree,male,Philippines,seek better job,doctor,5+ years,interviews with employer,six months with family,broken English,1,1.6666641,1,8,1
1175,5,college degree,female,Philippines,seek better job,research scientist,5+ years,interviews with employer,once w/o authorization,tried English but unable,0,1.6666641,2,8,1
1177,1,high school,female,Sudan,seek better job,nurse,1-2 years,no plans to look for work,once w/o authorization,broken English,1,3.3333359,1,6,7
1177,1,no formal,female,Sudan,seek better job,child care provider,3-5 years,will look for work,once w/o authorization,used interpreter,0,3.3333359,2,6,7
1177,2,graduate degree,male,Sudan,reunite with family,doctor,5+ years,no plans to look for work,many times as tourist,tried English but unable,1,3.3333359,1,6,7
1177,2,4th grade,female,India,reunite with family,child care provider,1-2 years,contract with employer,once w/o authorization,tried English but unable,0,3.3333359,2,6,7
1177,3,two-year college,female,Sudan,seek better job,doctor,5+ years,no plans to look for work,six months with family,used interpreter,0,3.3333359,1,6,7
1177,3,no formal,female,Iraq,reunite with family,teacher,none,contract with employer,many times as tourist,tried English but unable,1,3.3333359,2,6,7
1177,4,8th grade,female,India,reunite with family,nurse,none,no plans to look for work,six months with family,tried English but unable,0,3.3333359,1,6,7
1177,4,college degree,female,Mexico,reunite with family,financial analyst,5+ years,interviews with employer,many times as tourist,tried English but unable,1,3.3333359,2,6,7
1177,5,graduate degree,female,Germany,seek better job,construction worker,none,contract with employer,once w/o authorization,used interpreter,0,3.3333359,1,6,7
1177,5,8th grade,male,Somalia,seek better job,construction worker,5+ years,will look for work,many times as tourist,broken English,1,3.3333359,2,6,7
1178,1,graduate degree,male,China,escape persecution,financial analyst,5+ years,contract with employer,never,tried English but unable,1,0,1,5,7
1178,1,college degree,male,Philippines,seek better job,gardener,3-5 years,interviews with employer,once w/o authorization,used interpreter,0,0,2,5,7
1178,2,8th grade,male,Poland,reunite with family,child care provider,1-2 years,interviews with employer,once as tourist,broken English,1,0,1,5,7
1178,2,4th grade,female,Iraq,escape persecution,gardener,5+ years,interviews with employer,six months with family,used interpreter,0,0,2,5,7
1178,3,graduate degree,male,Iraq,reunite with family,teacher,5+ years,will look for work,six months with family,used interpreter,1,0,1,5,7
1178,3,4th grade,male,Sudan,escape persecution,construction worker,none,contract with employer,many times as tourist,broken English,0,0,2,5,7
1178,4,no formal,female,India,reunite with family,nurse,5+ years,will look for work,once as tourist,fluent English,1,0,1,5,7
1178,4,two-year college,male,Iraq,reunite with family,doctor,none,will look for work,once as tourist,broken English,0,0,2,5,7
1178,5,graduate degree,male,China,seek better job,doctor,5+ years,interviews with employer,once as tourist,used interpreter,0,0,1,5,7
1178,5,no formal,female,China,reunite with family,waiter,5+ years,no plans to look for work,once as tourist,tried English but unable,1,0,2,5,7
1179,1,high school,female,Philippines,seek better job,construction worker,1-2 years,no plans to look for work,many times as tourist,used interpreter,0,25,1,8,9
1179,1,two-year college,male,Somalia,reunite with family,nurse,none,interviews with employer,once as tourist,fluent English,1,25,2,8,9
1179,2,8th grade,male,China,seek better job,nurse,1-2 years,interviews with employer,never,tried English but unable,0,25,1,8,9
1179,2,high school,female,India,reunite with family,janitor,5+ years,will look for work,many times as tourist,fluent English,1,25,2,8,9
1179,3,high school,female,France,seek better job,nurse,1-2 years,no plans to look for work,six months with family,used interpreter,0,25,1,8,9
1179,3,high school,male,India,reunite with family,nurse,3-5 years,interviews with employer,six months with family,fluent English,1,25,2,8,9
1179,4,college degree,male,Mexico,seek better job,child care provider,none,interviews with employer,never,used interpreter,0,25,1,8,9
1179,4,4th grade,female,Poland,reunite with family,janitor,1-2 years,contract with employer,never,broken English,1,25,2,8,9
1179,5,college degree,male,Sudan,seek better job,doctor,1-2 years,will look for work,six months with family,fluent English,1,25,1,8,9
1179,5,4th grade,male,India,reunite with family,gardener,1-2 years,contract with employer,once w/o authorization,fluent English,0,25,2,8,9
1180,1,graduate degree,female,China,reunite with family,janitor,5+ years,contract with employer,once as tourist,fluent English,0,NA,1,2,1
1180,1,4th grade,male,Germany,seek better job,nurse,3-5 years,interviews with employer,never,broken English,1,NA,2,2,1
1180,2,no formal,female,Philippines,reunite with family,teacher,1-2 years,no plans to look for work,once as tourist,tried English but unable,0,NA,1,2,1
1180,2,college degree,female,Poland,seek better job,doctor,1-2 years,will look for work,once w/o authorization,broken English,1,NA,2,2,1
1180,3,no formal,male,Somalia,seek better job,teacher,none,interviews with employer,once w/o authorization,tried English but unable,1,NA,1,2,1
1180,3,high school,male,Mexico,reunite with family,nurse,none,no plans to look for work,many times as tourist,tried English but unable,0,NA,2,2,1
1180,4,college degree,female,Poland,reunite with family,doctor,5+ years,no plans to look for work,once as tourist,broken English,0,NA,1,2,1
1180,4,4th grade,female,Philippines,seek better job,child care provider,5+ years,will look for work,once w/o authorization,tried English but unable,1,NA,2,2,1
1180,5,no formal,female,Poland,seek better job,janitor,5+ years,contract with employer,six months with family,used interpreter,1,NA,1,2,1
1180,5,8th grade,male,Philippines,reunite with family,gardener,5+ years,interviews with employer,never,fluent English,0,NA,2,2,1
1181,1,college degree,female,Germany,reunite with family,nurse,1-2 years,will look for work,once w/o authorization,used interpreter,1,61.666664,1,4,5
1181,1,4th grade,male,Mexico,reunite with family,janitor,1-2 years,no plans to look for work,once as tourist,broken English,0,61.666664,2,4,5
1181,2,8th grade,female,Germany,reunite with family,teacher,1-2 years,no plans to look for work,six months with family,broken English,1,61.666664,1,4,5
1181,2,8th grade,male,India,seek better job,waiter,1-2 years,interviews with employer,never,used interpreter,0,61.666664,2,4,5
1181,3,college degree,male,Iraq,seek better job,teacher,none,will look for work,never,broken English,0,61.666664,1,4,5
1181,3,graduate degree,female,Sudan,seek better job,child care provider,3-5 years,interviews with employer,never,broken English,1,61.666664,2,4,5
1181,4,4th grade,female,Philippines,reunite with family,nurse,3-5 years,interviews with employer,once w/o authorization,broken English,1,61.666664,1,4,5
1181,4,high school,male,Mexico,seek better job,nurse,3-5 years,will look for work,once w/o authorization,broken English,0,61.666664,2,4,5
1181,5,4th grade,female,India,reunite with family,gardener,1-2 years,will look for work,once as tourist,tried English but unable,0,61.666664,1,4,5
1181,5,no formal,female,France,reunite with family,nurse,5+ years,will look for work,once w/o authorization,broken English,1,61.666664,2,4,5
1182,1,graduate degree,male,Philippines,seek better job,construction worker,none,contract with employer,once w/o authorization,broken English,1,3.3333359,1,3,2
1182,1,8th grade,female,India,seek better job,gardener,5+ years,will look for work,once w/o authorization,fluent English,0,3.3333359,2,3,2
1182,2,4th grade,female,Germany,reunite with family,nurse,none,no plans to look for work,once as tourist,broken English,0,3.3333359,1,3,2
1182,2,two-year college,male,Somalia,reunite with family,financial analyst,none,contract with employer,once w/o authorization,used interpreter,1,3.3333359,2,3,2
1182,3,4th grade,female,Philippines,reunite with family,child care provider,none,no plans to look for work,many times as tourist,used interpreter,0,3.3333359,1,3,2
1182,3,high school,male,France,reunite with family,gardener,5+ years,contract with employer,once as tourist,broken English,1,3.3333359,2,3,2
1182,4,graduate degree,male,Sudan,reunite with family,doctor,3-5 years,no plans to look for work,six months with family,tried English but unable,1,3.3333359,1,3,2
1182,4,graduate degree,female,China,reunite with family,child care provider,3-5 years,no plans to look for work,never,broken English,0,3.3333359,2,3,2
1182,5,8th grade,female,Philippines,reunite with family,child care provider,5+ years,will look for work,once as tourist,fluent English,1,3.3333359,1,3,2
1182,5,college degree,female,Philippines,seek better job,construction worker,1-2 years,no plans to look for work,once as tourist,broken English,0,3.3333359,2,3,2
1184,1,no formal,male,Germany,reunite with family,child care provider,none,no plans to look for work,many times as tourist,used interpreter,0,80,1,8,9
1184,1,two-year college,male,Somalia,escape persecution,teacher,1-2 years,will look for work,never,broken English,1,80,2,8,9
1184,2,college degree,female,Germany,reunite with family,financial analyst,1-2 years,contract with employer,many times as tourist,used interpreter,0,80,1,8,9
1184,2,graduate degree,female,France,seek better job,computer programmer,none,interviews with employer,six months with family,fluent English,1,80,2,8,9
1184,3,no formal,female,Poland,seek better job,teacher,3-5 years,contract with employer,never,tried English but unable,0,80,1,8,9
1184,3,no formal,male,Sudan,seek better job,waiter,3-5 years,will look for work,once w/o authorization,fluent English,1,80,2,8,9
1184,4,8th grade,male,Poland,seek better job,construction worker,1-2 years,contract with employer,never,used interpreter,1,80,1,8,9
1184,4,graduate degree,male,Iraq,seek better job,nurse,none,no plans to look for work,many times as tourist,broken English,0,80,2,8,9
1184,5,two-year college,female,China,seek better job,research scientist,3-5 years,contract with employer,never,fluent English,1,80,1,8,9
1184,5,graduate degree,female,India,reunite with family,waiter,1-2 years,no plans to look for work,never,used interpreter,0,80,2,8,9
1189,1,no formal,female,India,reunite with family,teacher,none,no plans to look for work,many times as tourist,fluent English,0,25,1,1,5
1189,1,two-year college,female,Germany,seek better job,janitor,none,contract with employer,never,fluent English,1,25,2,1,5
1189,2,4th grade,female,Germany,reunite with family,janitor,none,no plans to look for work,never,fluent English,1,25,1,1,5
1189,2,8th grade,female,France,seek better job,gardener,none,no plans to look for work,many times as tourist,broken English,0,25,2,1,5
1189,3,8th grade,female,Poland,seek better job,waiter,3-5 years,interviews with employer,once as tourist,used interpreter,0,25,1,1,5
1189,3,4th grade,female,China,escape persecution,construction worker,5+ years,no plans to look for work,never,used interpreter,1,25,2,1,5
1189,4,8th grade,male,India,reunite with family,waiter,3-5 years,contract with employer,once w/o authorization,fluent English,1,25,1,1,5
1189,4,4th grade,male,Iraq,reunite with family,janitor,3-5 years,will look for work,once as tourist,used interpreter,0,25,2,1,5
1189,5,graduate degree,male,Poland,seek better job,child care provider,5+ years,contract with employer,never,used interpreter,0,25,1,1,5
1189,5,high school,female,Somalia,seek better job,nurse,1-2 years,contract with employer,never,tried English but unable,1,25,2,1,5
1190,1,graduate degree,female,Mexico,reunite with family,janitor,1-2 years,will look for work,six months with family,tried English but unable,1,NA,1,7,6
1190,1,no formal,male,India,reunite with family,construction worker,3-5 years,will look for work,never,broken English,0,NA,2,7,6
1190,2,8th grade,male,Mexico,seek better job,teacher,1-2 years,contract with employer,once as tourist,used interpreter,1,NA,1,7,6
1190,2,high school,male,Iraq,seek better job,janitor,none,contract with employer,six months with family,tried English but unable,0,NA,2,7,6
1190,3,high school,female,Somalia,escape persecution,construction worker,3-5 years,will look for work,six months with family,fluent English,1,NA,1,7,6
1190,3,two-year college,male,Germany,seek better job,janitor,5+ years,interviews with employer,never,tried English but unable,0,NA,2,7,6
1190,4,4th grade,male,India,reunite with family,gardener,3-5 years,interviews with employer,many times as tourist,used interpreter,0,NA,1,7,6
1190,4,high school,female,France,seek better job,construction worker,3-5 years,interviews with employer,six months with family,used interpreter,1,NA,2,7,6
