psv_attack_pref,mk_dv,psv_country_fac,psv_context,psv_context_fac,psv_nuc_effective,mk_context_fac,mk_main_treat,hypothetical,mk_cont_pool,psv_correct_recall,mk_correct_recall,Gender,race,party,mk_context,psv_time,mk_time,psv_abst_conc_score,mk_abst_conc_score,knowledge_scale,nfc_scale,age,edu
1,1,Malaguay,0,Original,0,Extra Innocuous,1,0,1,0,0,Male,1,3,1,17.447,43.144,3,2,2,2.5,46,5
1,3,No-Name,1,Reduced,0,Original,0,0,0,1,1,Male,1,3,0,54.831,24.258,1,1,1,3.25,39,4
1,3,Malaguay,1,Reduced,0,Extra Non-Innocuous,0,0,1,1,0,Male,3,1,2,3.325,2.831,2,3,1,2,36,3
1,2,Syria,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,1,Male,1,3,2,81.039,66.597,3,2,1,3.125,48,3
1,4,No-Name,1,Reduced,1,Original,0,0,0,1,1,Male,3,1,0,180.711,16.25,1,1,2,2.875,45,5
1,1,Malaguay,0,Original,0,Extra Innocuous,0,0,1,1,1,Male,1,2,1,230.645,75.936,3,2,1,2.5,43,3
1,2,No-Name,1,Reduced,0,Extra Non-Innocuous,1,0,1,0,0,Male,3,2,2,5.308,3.76,1,3,2,2.375,49,3
1,2,Bolivia,0,Original,0,Extra Innocuous,0,1,1,1,1,Male,1,3,1,29.19,48.297,3,1,2,2.875,46,2
1,1,Syria,0,Original,1,Extra Innocuous,0,0,1,1,1,Male,4,1,1,4.801,4.852,5,2,2,3.125,35,5
1,3,Syria,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,1,Male,1,2,2,102.088,42.711,4,3,1,2.625,40,4
4,4,Syria,0,Original,1,Original,1,1,0,1,1,Male,1,2,0,15.033,10.387,4,0,0,3.5,52,5
4,2,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,1,Male,1,2,2,124.055,119.331,2,2,1,3.5,47,3
1,2,No-Name,1,Reduced,0,Original,0,1,0,1,1,Male,1,3,0,37.271,124.379,0,0,2,3.125,50,5
2,3,No-Name,0,Original,1,Extra Non-Innocuous,0,0,1,0,0,Male,4,1,2,8.423,36.332,2,3,2,2.75,38,5
1,4,Malaguay,1,Reduced,0,Extra Non-Innocuous,1,1,1,0,0,Male,2,1,2,17.648,70.604,1,2,2,4.125,37,3
1,4,Bolivia,0,Original,1,Extra Innocuous,0,1,1,1,0,Male,1,1,1,180.66,55.947,3,1,1,2.5,48,5
2,4,No-Name,1,Reduced,0,Original,1,0,0,0,0,Male,2,1,0,34.354,21.984,1,1,1,3,54,3
1,2,Malaguay,1,Reduced,0,Original,0,0,0,1,1,Male,1,1,0,81.716,22.821,2,1,2,2.25,53,5
2,4,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,1,1,0,1,Female,1,2,2,13.894,14.895,2,2,1,3.375,21,3
1,3,No-Name,1,Reduced,0,Extra Non-Innocuous,0,1,1,1,0,Male,1,4,2,61.779,18.309,0,2,1,2.875,54,5
3,1,Bolivia,0,Original,1,Original,0,1,0,1,1,Male,1,2,0,11.955,29.945,3,0,1,4.25,38,4
2,3,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,0,1,0,1,Male,3,1,2,179.726,277.658,3,3,1,3.5,30,3
2,3,Syria,1,Reduced,0,Extra Innocuous,0,1,1,1,1,Male,1,2,1,84.578,78.424,3,1,2,3.375,34,5
3,2,Bolivia,0,Original,1,Extra Innocuous,0,1,1,1,0,Male,1,3,1,23.193,27.006,3,1,1,2.875,46,6
1,2,Bolivia,1,Reduced,0,Extra Non-Innocuous,1,1,1,1,1,Male,1,3,2,59.66,75.988,2,2,2,3.875,46,5
2,4,No-Name,1,Reduced,0,Extra Innocuous,0,0,1,0,1,Male,2,4,1,50.798,5.466,1,2,1,3.375,34,5
2,3,Syria,0,Original,0,Original,0,0,0,1,1,Male,1,2,0,33.134,39.353,5,1,1,2.875,55,4
1,1,No-Name,0,Original,1,Original,0,0,0,1,0,Male,3,3,0,86.592,59.108,2,1,1,2.375,33,5
3,1,Syria,0,Original,0,Extra Innocuous,0,0,1,1,1,Male,1,1,1,400.695,149.196,5,2,2,3.375,42,5
1,4,No-Name,0,Original,1,Extra Innocuous,1,1,1,1,0,Male,1,1,1,5.412,2.684,1,1,0,2.625,30,5
3,3,Malaguay,1,Reduced,0,Extra Innocuous,0,1,1,0,0,Male,1,2,1,27.511,39.253,1,1,2,3.25,37,3
1,3,Syria,1,Reduced,0,Extra Non-Innocuous,0,1,1,1,1,Male,1,2,2,106.297,51.658,3,2,2,2.75,45,5
2,1,Malaguay,0,Original,1,Extra Non-Innocuous,1,0,1,0,1,Male,2,1,2,4.943,7.756,3,3,0,3.125,50,4
2,2,Bolivia,1,Reduced,0,Extra Innocuous,1,1,1,1,1,Male,1,2,1,83.248,43.328,2,1,2,2.875,55,5
1,4,Malaguay,0,Original,1,Original,1,0,0,1,0,Male,1,2,0,36.065,8.581,3,1,2,3,54,5
2,4,No-Name,0,Original,1,Original,0,1,0,0,0,Male,1,3,0,1519.004,5.996,1,0,1,3,47,6
1,3,Malaguay,0,Original,1,Original,0,0,0,1,1,Male,1,3,0,74.737,23.45,3,1,2,3.375,55,5
1,3,Syria,1,Reduced,1,Extra Innocuous,0,0,1,1,0,Male,1,3,1,107.873,75.229,4,2,0,3.5,44,3
2,4,Syria,1,Reduced,0,Original,0,0,0,1,1,Male,1,2,0,38.451,11.225,4,1,2,3.375,47,5
1,2,Malaguay,0,Original,0,Extra Non-Innocuous,0,1,1,1,1,Male,1,2,2,11.194,35.925,2,2,2,2.75,53,4
1,3,No-Name,1,Reduced,1,Extra Innocuous,1,0,1,0,0,Female,1,1,1,39.966,60.844,1,2,2,3.625,51,5
4,2,Bolivia,1,Reduced,1,Original,0,0,0,1,1,Male,1,3,0,48.418,10.458,3,1,2,3.125,25,5
1,2,Bolivia,1,Reduced,0,Extra Non-Innocuous,0,0,1,1,1,Male,1,3,2,91.008,105.505,3,3,2,2.875,49,5
2,3,Syria,1,Reduced,0,Original,1,0,0,0,1,Male,1,1,0,27.266,26.522,4,1,1,3.125,53,3
3,4,Malaguay,0,Original,1,Extra Non-Innocuous,0,0,1,1,0,Male,1,3,2,133.803,43.392,3,3,0,3.25,51,5
1,3,Malaguay,0,Original,0,Extra Innocuous,0,1,1,1,0,Male,1,3,1,44.256,15.824,2,1,2,3,38,5
3,4,No-Name,0,Original,1,Extra Innocuous,0,1,1,1,1,Male,1,1,1,191.068,60.073,1,1,2,2,25,5
1,3,Malaguay,0,Original,0,Extra Non-Innocuous,1,0,1,0,1,Male,1,1,2,20.934,47.391,3,3,2,2.75,43,5
1,3,Bolivia,1,Reduced,0,Extra Non-Innocuous,0,1,1,1,0,Male,1,2,2,258.953,46.569,2,2,2,2.375,48,4
1,1,Syria,0,Original,0,Extra Non-Innocuous,0,0,1,1,0,Male,4,2,2,167.294,72.7,5,3,2,2.625,55,5
4,4,No-Name,1,Reduced,1,Original,1,1,0,0,0,Male,2,1,0,4.866,17.112,0,0,0,3.625,31,3
2,2,No-Name,1,Reduced,1,Extra Innocuous,0,0,1,0,0,Male,4,1,1,11.194,12.42,1,2,1,3,49,4
1,1,Bolivia,0,Original,0,Original,0,0,0,0,1,Male,7,3,0,3.016,12.721,4,1,1,3.5,42,5
1,2,Malaguay,1,Reduced,1,Extra Innocuous,1,1,1,0,1,Male,4,3,1,31.116,125.088,1,1,2,3.25,39,5
1,3,Syria,0,Original,1,Extra Innocuous,0,0,1,0,0,Male,1,1,1,36.87,39.594,5,2,1,3.375,48,5
1,4,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,0,1,0,0,Male,1,3,2,52.287,17.047,2,3,2,3.875,55,5
1,3,No-Name,1,Reduced,0,Extra Innocuous,1,0,1,0,1,Male,1,1,1,155.809,161.589,1,2,2,3.375,52,3
1,3,Bolivia,0,Original,0,Original,0,1,0,1,1,Male,1,2,0,159.283,32.701,3,0,2,3.625,40,3
2,4,No-Name,1,Reduced,0,Extra Non-Innocuous,0,1,1,0,1,Male,1,2,2,21.37,2.612,0,2,1,3,31,4
1,4,Syria,0,Original,0,Original,1,1,0,1,0,Male,1,1,0,197.786,13.923,4,0,2,3.375,50,5
3,4,No-Name,0,Original,1,Original,0,1,0,1,1,Male,1,1,0,56.357,31.321,1,0,2,3.125,44,3
1,2,Malaguay,0,Original,0,Extra Non-Innocuous,0,0,1,1,0,Male,1,3,2,238.809,82.518,3,3,2,2.875,36,5
1,1,Syria,1,Reduced,0,Extra Non-Innocuous,0,0,1,0,0,Male,5,3,2,6.429,6.278,4,3,1,3.25,41,5
2,4,Syria,1,Reduced,1,Extra Innocuous,1,1,1,1,0,Male,1,3,1,104.473,109.097,3,1,1,3,48,2
1,2,No-Name,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,1,Female,1,3,2,14.319,14.106,0,2,1,2.875,34,5
1,3,No-Name,1,Reduced,0,Extra Non-Innocuous,1,0,1,0,1,Male,2,3,2,45.259,37.334,1,3,2,2.5,44,4
1,4,No-Name,1,Reduced,1,Extra Non-Innocuous,1,1,1,1,1,Male,1,2,2,517.882,51.574,0,2,2,3,51,3
1,1,Syria,0,Original,0,Extra Innocuous,0,0,1,1,0,Male,1,1,1,6.271,10.031,5,2,0,2.5,47,5
3,3,Syria,0,Original,0,Extra Non-Innocuous,1,1,1,1,0,Male,4,1,2,783.924,9.077,4,2,1,3,51,4
1,3,Bolivia,0,Original,1,Extra Innocuous,1,1,1,0,0,Male,1,1,1,87.402,209.847,3,1,2,4.25,35,5
1,4,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Male,1,2,2,10.275,9.869,1,2,1,1.5,26,5
2,3,Syria,1,Reduced,0,Extra Innocuous,1,0,1,1,0,Male,1,3,1,367.676,169.694,4,2,2,3,52,3
1,4,No-Name,0,Original,0,Extra Non-Innocuous,0,0,1,1,0,Male,1,1,2,8046.809,55.264,2,3,2,2.625,41,5
1,3,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,1,1,0,1,Male,1,3,2,65.832,47.833,1,2,2,3,47,5
1,3,No-Name,0,Original,1,Extra Innocuous,0,0,1,1,1,Male,1,3,1,103.089,50.581,2,2,1,3.25,43,5
1,2,Malaguay,1,Reduced,0,Original,0,1,0,1,1,Male,2,1,0,124.523,24.106,1,0,1,3.625,33,4
1,3,No-Name,1,Reduced,0,Extra Innocuous,1,0,1,1,1,Male,1,3,1,80.782,42.048,1,2,1,2.875,48,3
2,1,Syria,0,Original,1,Original,0,0,0,1,1,Male,1,3,0,232.283,18.662,5,1,2,3.75,51,5
1,4,Syria,0,Original,0,Extra Non-Innocuous,0,1,1,1,1,Male,1,1,2,25.355,20.348,4,2,2,3,54,2
1,4,Bolivia,0,Original,0,Extra Innocuous,0,1,1,0,0,Male,2,1,1,4.896,7.057,3,1,2,3.625,25,6
1,4,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Male,1,1,2,3.959,3.339,1,2,1,4,29,4
1,4,No-Name,1,Reduced,0,Original,0,0,0,0,0,Male,1,3,0,5.15,3.3,1,1,0,3.25,41,6
1,3,Bolivia,0,Original,0,Original,1,0,0,0,1,Male,1,4,0,357.625,13.85,4,1,2,2.875,33,3
1,3,Syria,0,Original,0,Extra Innocuous,1,0,1,1,1,Male,1,2,1,188.353,95.501,5,2,2,3.25,47,5
1,3,No-Name,0,Original,1,Extra Innocuous,0,1,1,1,0,Male,4,1,1,93.818,285.184,1,1,1,3.125,55,5
2,3,Bolivia,0,Original,1,Extra Non-Innocuous,1,0,1,0,0,Male,1,2,2,16.67,25.62,4,3,1,3.125,53,3
2,4,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,1,1,0,0,Male,1,2,2,6.913,4.172,2,2,1,2.5,50,5
2,3,Bolivia,0,Original,1,Original,1,0,0,1,1,Male,1,2,0,110.965,111.114,4,1,2,3.125,41,6
1,3,Malaguay,0,Original,1,Extra Innocuous,1,0,1,1,1,Male,3,3,1,7.656,10.513,3,2,0,2.875,30,3
2,3,Syria,0,Original,0,Extra Innocuous,1,1,1,1,0,Male,7,3,1,84.25,314.723,4,1,2,3,51,5
1,3,Syria,0,Original,1,Original,0,1,0,0,0,Male,1,1,0,41.015,26.399,4,0,2,3.25,33,3
1,4,Syria,0,Original,0,Original,0,1,0,0,0,Male,1,3,0,50.065,4.521,4,0,1,4.25,36,5
3,3,No-Name,1,Reduced,1,Original,0,0,0,1,0,Male,4,2,0,68.057,85.608,1,1,2,3.375,52,5
NA,1,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Male,7,3,2,106.797,111.76,1,2,1,3.25,53,5
1,3,Syria,1,Reduced,1,Extra Non-Innocuous,1,1,1,0,1,Male,1,2,2,6.79,5.278,3,2,2,2.75,54,6
1,1,Bolivia,0,Original,1,Extra Non-Innocuous,0,0,1,1,0,Male,1,1,2,112.159,62.489,4,3,2,3.625,50,5
1,4,No-Name,0,Original,1,Original,1,0,0,1,1,Male,4,1,0,32.078,13.77,2,1,2,3.125,37,3
1,3,Malaguay,0,Original,0,Extra Non-Innocuous,0,0,1,0,0,Male,1,1,2,11.587,30.416,3,3,2,3.125,39,5
3,3,Malaguay,1,Reduced,0,Extra Innocuous,1,1,1,0,0,Male,7,3,1,74.848,19.996,1,1,1,2.25,39,3
1,3,Malaguay,1,Reduced,0,Original,1,0,0,1,0,Male,1,4,0,66.41,44.313,2,1,2,2.75,21,3
1,2,Syria,1,Reduced,0,Original,0,1,0,1,0,Male,1,3,0,125.221,23.671,3,0,2,3.25,54,5
2,4,No-Name,0,Original,0,Extra Innocuous,0,1,1,1,0,Male,1,1,1,47.037,17.766,1,1,2,2.125,44,5
2,2,Malaguay,1,Reduced,0,Extra Non-Innocuous,0,1,1,0,1,Female,4,1,2,32.416,112.198,1,2,1,3.5,49,5
1,4,Bolivia,0,Original,1,Extra Non-Innocuous,0,1,1,1,0,Male,1,1,2,223.032,31.386,3,2,1,3.375,54,5
2,2,Malaguay,1,Reduced,1,Extra Non-Innocuous,1,1,1,0,0,Male,1,3,2,64.019,27.91,1,2,1,2.75,44,5
2,1,No-Name,0,Original,0,Extra Innocuous,0,0,1,1,1,Male,1,3,1,63.702,22.846,2,2,2,3.375,39,5
2,3,Malaguay,1,Reduced,1,Extra Innocuous,0,0,1,1,1,Male,1,2,1,79.07,63.55,2,2,2,3.25,38,3
3,4,No-Name,1,Reduced,1,Extra Innocuous,0,0,1,1,0,Male,1,2,1,74.801,58.667,1,2,2,3,39,5
2,3,Bolivia,1,Reduced,1,Extra Innocuous,1,0,1,0,0,Male,7,1,1,14.462,15.828,3,2,0,2.5,47,2
1,1,Bolivia,1,Reduced,0,Original,0,0,0,1,1,Male,1,1,0,171.632,75.278,3,1,2,3.375,25,3
1,3,Syria,0,Original,0,Original,1,0,0,0,1,Male,1,1,0,51.12,27.889,5,1,2,3.875,51,5
1,4,No-Name,0,Original,1,Extra Innocuous,0,0,1,1,1,Male,1,4,1,205.057,69.709,2,2,2,2.875,50,4
4,4,Syria,0,Original,1,Original,0,1,0,1,1,Male,1,2,0,23.986,18.502,4,0,1,2.625,53,4
2,2,Bolivia,0,Original,1,Original,0,1,0,1,1,Male,1,3,0,60.622,39.772,3,0,1,4.125,45,5
1,4,No-Name,1,Reduced,0,Extra Innocuous,1,0,1,1,1,Male,1,2,1,74.617,47.273,1,2,1,2.625,54,3
4,3,No-Name,0,Original,0,Extra Innocuous,1,1,1,0,0,Male,7,2,1,18.796,26.282,1,1,1,1.625,50,5
1,4,Bolivia,1,Reduced,1,Original,1,1,0,1,0,Male,1,3,0,5.153,30.269,2,0,0,4.25,42,5
2,4,Malaguay,1,Reduced,1,Extra Innocuous,1,1,1,0,1,Male,3,3,1,9.455,13.152,1,1,1,3.5,39,3
2,2,Bolivia,0,Original,0,Extra Innocuous,0,1,1,1,1,Male,1,1,1,6.779,4.6,3,1,2,NA,64,7
1,3,Malaguay,1,Reduced,0,Extra Non-Innocuous,1,1,1,1,0,Male,1,3,2,134.908,101.352,1,2,2,3.625,45,5
NA,1,Syria,0,Original,1,Original,0,1,0,NA,1,NA,NA,NA,0,NA,21.276,4,0,NA,NA,NA,NA
2,3,Malaguay,0,Original,0,Extra Non-Innocuous,0,0,1,0,0,Male,1,2,2,31.336,32.2,3,3,2,3,54,5
2,3,No-Name,1,Reduced,0,Original,0,0,0,0,1,Male,1,3,0,40.783,10.419,1,1,2,3.125,47,5
2,4,Bolivia,1,Reduced,1,Extra Non-Innocuous,1,1,1,0,0,Male,1,2,2,768.794,116.504,2,2,0,2.625,46,4
1,3,Syria,1,Reduced,1,Extra Non-Innocuous,0,0,1,0,1,Male,2,3,2,186.602,24.653,4,3,0,3.125,29,3
2,3,Bolivia,0,Original,1,Original,1,0,0,0,0,Male,3,3,0,73.817,16.922,4,1,2,3.625,33,3
1,4,Malaguay,1,Reduced,0,Extra Innocuous,0,1,1,0,1,Male,1,2,1,9.028,61.755,1,1,0,3.375,51,5
2,3,No-Name,1,Reduced,0,Original,0,0,0,0,0,Male,1,3,0,5.285,6.524,1,1,1,3,49,5
1,3,No-Name,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,1,Male,1,2,2,25.85,19.599,1,3,2,2.125,39,5
1,2,Syria,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Male,4,1,2,62.818,194.901,3,2,2,3.125,46,5
2,3,Syria,1,Reduced,0,Extra Non-Innocuous,0,0,1,1,0,Male,1,4,2,153.459,102.602,4,3,2,2.25,49,5
1,3,Malaguay,0,Original,0,Extra Innocuous,0,1,1,0,1,Male,1,3,1,79.893,25.685,2,1,2,3.5,22,5
2,4,Bolivia,0,Original,0,Original,1,1,0,0,0,Male,4,1,0,3.378,5.398,3,0,1,3.125,37,5
2,3,Syria,0,Original,0,Extra Innocuous,1,1,1,1,0,Male,4,2,1,103.702,66.024,4,1,0,3.75,43,5
2,1,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,1,1,0,1,Male,3,1,2,3.783,26.962,1,2,2,3.25,26,4
1,4,Syria,0,Original,1,Extra Non-Innocuous,1,1,1,1,0,Female,1,3,2,247.412,99.423,4,2,1,2.875,54,4
1,3,Bolivia,0,Original,1,Original,1,1,0,0,1,Male,1,3,0,53.976,29.677,3,0,2,3,53,5
2,3,Syria,0,Original,0,Extra Innocuous,1,1,1,0,0,Male,2,4,1,4.735,6.506,4,1,1,3.25,32,6
2,4,Bolivia,0,Original,0,Original,0,0,0,0,0,Female,3,2,0,4.333,62.497,4,1,0,3.375,33,5
3,3,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Male,1,3,2,68.427,31.886,1,2,1,2.25,42,4
4,1,Bolivia,1,Reduced,1,Extra Innocuous,1,1,1,1,1,Male,1,3,1,113.55,78.534,2,1,1,3,53,5
1,1,No-Name,1,Reduced,0,Extra Non-Innocuous,0,1,1,0,1,Male,2,1,2,321.701,61.1,0,2,1,2.75,42,2
1,4,Malaguay,0,Original,1,Original,1,0,0,0,1,Male,2,1,0,2.67,2.566,3,1,1,2.625,38,3
1,4,No-Name,1,Reduced,1,Extra Innocuous,0,0,1,1,0,Male,1,2,1,24.929,50.282,1,2,0,2.375,51,3
3,1,No-Name,0,Original,1,Extra Innocuous,0,0,1,1,0,Male,1,1,1,55.322,29.781,2,2,1,2.375,38,3
1,3,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,1,Male,1,1,2,9.745,66.09,3,3,1,3.625,23,3
4,4,No-Name,1,Reduced,0,Extra Non-Innocuous,0,0,1,1,0,Male,1,2,2,106.114,77.958,1,3,2,2.875,53,4
2,3,Syria,0,Original,1,Original,0,1,0,0,0,Male,1,2,0,6.422,437.494,4,0,0,NA,31,4
1,4,Bolivia,0,Original,0,Extra Innocuous,0,0,1,0,1,Male,1,1,1,27.551,49.881,4,2,1,2.5,30,5
3,3,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,1,Male,3,2,2,16.445,32.278,1,2,2,2.75,19,3
4,4,Malaguay,1,Reduced,1,Original,1,1,0,1,0,Male,1,4,0,50.484,20.651,1,0,2,2.875,54,4
1,1,Malaguay,0,Original,0,Original,0,0,0,1,1,Male,1,1,0,432.015,33.307,3,1,2,3.125,54,3
1,4,No-Name,0,Original,0,Extra Innocuous,1,1,1,0,0,Male,1,1,1,27.283,8.729,1,1,1,4.625,34,6
2,2,No-Name,1,Reduced,1,Extra Innocuous,0,0,1,1,1,Male,1,3,1,572.611,104.021,1,2,1,2.5,47,5
3,3,Syria,1,Reduced,0,Original,0,0,0,1,1,Male,1,3,0,125.939,27.747,4,1,0,2.25,53,3
4,2,Malaguay,1,Reduced,0,Extra Non-Innocuous,0,1,1,1,0,Male,1,2,2,90.462,48.912,1,2,2,2,51,3
2,3,Bolivia,0,Original,0,Extra Innocuous,0,0,1,1,0,Male,4,2,1,114.222,188.41,4,2,0,2.625,37,5
2,3,Malaguay,0,Original,0,Extra Innocuous,0,1,1,0,0,Male,1,4,1,18.793,71.143,2,1,0,3.25,46,5
1,3,Bolivia,1,Reduced,1,Original,1,0,0,0,1,Male,1,3,0,24.958,13.603,3,1,2,2.5,45,5
1,2,Syria,1,Reduced,0,Original,0,0,0,1,1,Male,1,2,0,105.726,20.621,4,1,2,2.75,49,5
3,3,Malaguay,0,Original,1,Extra Non-Innocuous,1,1,1,1,1,Male,2,3,2,83.625,25.726,2,2,0,3.125,37,5
2,4,Bolivia,0,Original,0,Original,0,0,0,1,0,Male,1,2,0,133.616,11.892,4,1,1,2.875,42,4
1,2,Syria,0,Original,1,Extra Innocuous,1,1,1,1,1,Male,1,4,1,185.549,43.867,4,1,2,2.875,36,3
4,4,Malaguay,0,Original,0,Extra Non-Innocuous,1,0,1,0,0,Male,1,2,2,26.262,31.955,3,3,1,3.875,39,5
1,3,Syria,1,Reduced,0,Extra Innocuous,0,0,1,1,1,Male,1,2,1,100.749,95.84,4,2,2,3.375,50,5
1,2,Bolivia,0,Original,0,Original,0,1,0,1,1,Male,1,2,0,64.195,26.381,3,0,2,3.375,52,3
2,3,No-Name,0,Original,0,Extra Innocuous,1,1,1,0,1,Male,1,3,1,5.686,4.262,1,1,1,3.125,54,5
3,2,Syria,0,Original,1,Extra Innocuous,0,0,1,1,1,Male,1,2,1,710.686,389.822,5,2,0,3,51,5
2,4,No-Name,1,Reduced,1,Original,0,0,0,1,1,Male,4,2,0,45.918,35.973,1,1,0,3,52,3
1,2,Syria,1,Reduced,0,Extra Innocuous,0,1,1,0,1,Male,1,1,1,35.917,54.664,3,1,2,3.625,34,3
3,2,Syria,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,1,Male,4,1,2,70.593,42.514,3,2,1,3.5,34,5
2,4,Malaguay,1,Reduced,1,Original,0,0,0,1,1,Male,2,1,0,4.958,3.367,2,1,2,2.125,54,5
4,4,Malaguay,1,Reduced,0,Original,0,1,0,0,0,Male,1,2,0,5.512,33.627,1,0,1,2.5,46,5
3,2,Bolivia,0,Original,1,Extra Non-Innocuous,0,0,1,1,1,Male,7,3,2,138.464,38.022,4,3,2,3.125,21,4
4,2,No-Name,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,1,Male,1,2,2,74.269,71.668,0,2,1,3.25,46,5
1,3,Malaguay,1,Reduced,0,Extra Innocuous,0,0,1,1,0,Male,1,2,1,70.966,54.544,2,2,0,3.125,54,3
2,3,No-Name,0,Original,1,Extra Innocuous,0,1,1,0,1,Male,4,3,1,5.081,17.912,1,1,0,3,46,5
1,3,Bolivia,1,Reduced,1,Extra Non-Innocuous,1,1,1,1,0,Male,1,1,2,45.241,131.929,2,2,2,2.625,40,5
3,1,No-Name,0,Original,0,Original,0,0,0,0,1,Male,2,1,0,109.378,22.151,2,1,0,2.75,46,3
2,3,Syria,0,Original,0,Extra Non-Innocuous,1,1,1,0,0,Male,4,3,2,3.491,4.934,4,2,1,3,46,5
2,1,Syria,1,Reduced,1,Original,0,1,0,0,0,Male,2,1,0,18.991,3.482,3,0,0,3,41,4
4,3,Malaguay,0,Original,1,Extra Innocuous,1,1,1,1,0,Male,1,3,1,90.593,31.177,2,1,1,3.25,43,5
2,4,Malaguay,0,Original,0,Extra Non-Innocuous,1,0,1,0,0,Male,1,3,2,3.505,3.345,3,3,1,1.875,39,5
3,4,Bolivia,1,Reduced,1,Extra Innocuous,1,0,1,1,1,Male,1,2,1,402.6,126.44,3,2,2,3.375,49,4
1,4,Bolivia,1,Reduced,0,Original,0,0,0,1,0,Male,1,2,0,22.703,19.283,3,1,2,3,54,3
2,1,No-Name,1,Reduced,0,Original,0,1,0,1,1,Male,1,1,0,136.122,21.041,0,0,2,2.25,55,5
1,4,No-Name,1,Reduced,1,Original,0,0,0,1,0,Male,1,2,0,103.1,18.86,1,1,0,3.125,52,4
3,1,Malaguay,0,Original,1,Extra Innocuous,0,0,1,1,0,Male,1,2,1,225.952,56.404,3,2,1,2.75,48,5
1,1,Syria,1,Reduced,0,Original,0,0,0,1,1,Male,1,2,0,235.994,174.12,4,1,2,2.625,47,4
1,4,Syria,0,Original,0,Original,0,0,0,0,1,Male,1,1,0,6.391,30.728,5,1,1,2.625,47,3
1,2,Malaguay,0,Original,1,Extra Innocuous,0,1,1,0,1,Male,1,2,1,83.503,43.017,2,1,1,3.625,34,3
2,2,No-Name,1,Reduced,0,Extra Non-Innocuous,1,1,1,1,0,Male,1,1,2,108.457,90.777,0,2,0,2.75,29,5
3,2,No-Name,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Male,3,4,2,98.904,86.733,0,2,1,3.125,52,2
1,4,Syria,0,Original,0,Extra Innocuous,1,0,1,0,0,Male,1,3,1,12.933,5.303,5,2,2,3.125,53,5
1,4,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Male,2,1,2,7.433,20.845,1,2,0,3.5,47,3
4,2,Bolivia,0,Original,1,Original,0,0,0,1,0,Male,1,1,0,1074.95,43.786,4,1,1,2.875,49,5
1,2,Bolivia,0,Original,0,Extra Innocuous,0,1,1,1,1,Male,1,3,1,154.322,38.75,3,1,2,3.125,52,3
2,2,Syria,1,Reduced,1,Extra Non-Innocuous,0,0,1,0,0,Male,1,1,2,11.977,12.875,4,3,2,3,42,5
2,4,No-Name,0,Original,1,Extra Non-Innocuous,0,0,1,0,0,Male,2,3,2,4.244,3.192,2,3,1,2.625,29,2
4,3,Syria,1,Reduced,1,Extra Innocuous,0,0,1,1,1,Male,1,2,1,114.349,58.542,4,2,2,2.5,46,4
2,4,No-Name,0,Original,0,Extra Innocuous,0,1,1,1,1,Male,1,2,1,102.836,34.555,1,1,2,3.625,51,5
4,4,Bolivia,0,Original,0,Original,0,1,0,0,1,Male,1,2,0,7.79,17.231,3,0,1,3.25,51,5
1,3,Malaguay,1,Reduced,1,Extra Innocuous,0,1,1,1,0,Male,1,1,1,25.279,18.952,1,1,1,3.125,43,5
1,4,No-Name,0,Original,0,Original,1,1,0,1,0,Male,1,3,0,77.739,20.728,1,0,1,3.125,40,5
1,3,Malaguay,0,Original,1,Extra Non-Innocuous,0,0,1,1,1,Male,1,1,2,44.029,31.689,3,3,2,2.875,48,5
4,2,No-Name,1,Reduced,0,Extra Innocuous,1,0,1,1,0,Male,1,1,1,10.54,78.602,1,2,1,3.25,42,3
1,3,Syria,0,Original,0,Original,0,0,0,1,1,Male,1,3,0,53.393,16.433,5,1,0,2.5,42,3
1,4,Bolivia,0,Original,1,Extra Non-Innocuous,0,0,1,1,0,Male,1,2,2,9.1,3.174,4,3,1,3.875,31,5
2,4,Malaguay,0,Original,0,Extra Innocuous,1,1,1,1,0,Male,1,4,1,106.187,55.419,2,1,1,3.75,33,6
