statesabbrev,dv_c_t1,dv_c_t2,dv_p_t2,t2_year,t1_atlargeormulticandidate,t1_openseat,t2_3rdpartyinc,t2_demfrinc,t2_incumbent_has_switched_prty,t2_is_midterm,t2_opend,t2_openr,t2_openseat,t2_redist,t2_repfrinc,t2_specialelectiontoeelect,t2_missingdexp,t2_missingrexp,t2_dexp,t2_rexp,t2_icf
MN,-0.12600000202655792,-0.026000000536441803,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
PA,-0.07100000232458115,-0.019999999552965164,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
PA,-0.004000000189989805,0.03500000014901161,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MN,0.11699999868869781,0.12999999523162842,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,-0.035999998450279236,-0.013000000268220901,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
PA,0.09099999815225601,0.15299999713897705,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OH,0.15199999511241913,0.1770000010728836,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MI,-0.06300000101327896,-0.039000000804662704,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OK,0.13300000131130219,0.19300000369548798,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
RI,0.03400000184774399,0.10499999672174454,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MO,0.004000000189989805,0.05299999937415123,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
KY,0.05400000140070915,0.10999999940395355,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,-0.17800000309944153,-0.08299999684095383,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
TX,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MN,-0.10499999672174454,0.012000000104308128,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
FL,0.10700000077486038,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MO,-0.024000000208616257,0.035999998450279236,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
FL,0.1599999964237213,0.5,0,1954,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0.12600000202655792
AL,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,-0.08900000154972076,-0.07199999690055847,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IL,0.09000000357627869,0.18299999833106995,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
ID,0.003000000026077032,0.04899999871850014,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
OK,0.27900001406669617,0.3330000042915344,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
WA,-0.17499999701976776,-0.10999999940395355,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,0.1899999976158142,0.2460000067949295,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IL,0.13099999725818634,0.21699999272823334,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NJ,-0.14100000262260437,-0.04899999871850014,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MA,0.04699999839067459,0.07100000232458115,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NH,-0.10199999809265137,-0.0020000000949949026,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,-0.08299999684095383,-0.0020000000949949026,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
AZ,0.0689999982714653,0.12099999934434891,0,1954,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.12600000202655792
KS,0.014999999664723873,-0.0430000014603138,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NC,-0.07400000095367432,-0.07500000298023224,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
UT,-0.10499999672174454,-0.03400000184774399,0,1954,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.12600000202655792
NV,-0.004999999888241291,-0.04500000178813934,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,0.5,0.10100000351667404,0,1954,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0.12600000202655792
NY,-0.04100000113248825,-0.04100000113248825,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
VT,-0.21799999475479126,-0.11400000005960464,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
ID,-0.16200000047683716,-0.1080000028014183,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
TX,0.5,-0.028999999165534973,0,1954,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.12600000202655792
CO,-0.13099999725818634,-0.05299999937415123,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
TX,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OK,0.09099999815225601,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
AL,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
GA,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
WV,0.028999999165534973,0.027000000700354576,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MI,0.14800000190734863,0.16099999845027924,0,1954,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.12600000202655792
MO,-0.032999999821186066,0.01600000075995922,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OR,-0.18000000715255737,-0.12999999523162842,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
KY,-0.041999999433755875,-0.0020000000949949026,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OH,-0.12200000137090683,-0.11500000208616257,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
PA,-0.164000004529953,-0.14300000667572021,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
TX,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MA,-0.1340000033378601,-0.11999999731779099,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IN,-0.06400000303983688,-0.054999999701976776,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
NY,-0.05900000035762787,-0.13099999725818634,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
OH,-0.010999999940395355,-0.026000000536441803,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IN,0.06499999761581421,0.11599999666213989,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,0.5,0.24799999594688416,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OH,-0.13099999725818634,-0.0949999988079071,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IL,0.024000000208616257,0.04800000041723251,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OH,-0.11599999666213989,-0.14300000667572021,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IA,-0.08900000154972076,-0.0560000017285347,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
WI,-0.1289999932050705,-0.03999999910593033,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
LA,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
FL,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MN,-0.1770000010728836,-0.07900000363588333,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
AL,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MD,-0.004000000189989805,0.03700000047683716,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MI,-0.09300000220537186,-0.04899999871850014,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MI,-0.17499999701976776,-0.11400000005960464,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
PA,0.11800000071525574,0.1120000034570694,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,0.5,0.15399999916553497,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MD,0.20900000631809235,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,0.13099999725818634,0.22200000286102295,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,0.009999999776482582,0.1509999930858612,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
VA,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
PA,-0.023000000044703484,0.009999999776482582,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
KY,0.04399999976158142,0.5,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NJ,-0.18299999833106995,-0.13199999928474426,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
MO,0.05999999865889549,0.08900000154972076,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
PA,-0.0020000000949949026,0.008999999612569809,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,-0.21199999749660492,-0.1770000010728836,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
PA,0.20200000703334808,0.15800000727176666,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CT,0.03999999910593033,0.07000000029802322,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OH,-0.14000000059604645,-0.11699999868869781,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,-0.5,-0.0689999982714653,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,-0.09799999743700027,-0.1080000028014183,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IL,-0.1080000028014183,-0.06499999761581421,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
WV,0.0560000017285347,0.12700000405311584,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NC,0.09799999743700027,0.09099999815225601,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
TN,0.5,0.33500000834465027,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MI,-0.0820000022649765,-0.05900000035762787,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
DE,-0.01899999938905239,0.04899999871850014,0,1954,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.12600000202655792
PA,-0.12800000607967377,-0.06300000101327896,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MO,0.02800000086426735,0.07199999690055847,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MN,-0.09200000017881393,-0.057999998331069946,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IL,-0.04500000178813934,0.03799999877810478,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
NY,-0.20800000429153442,-0.14000000059604645,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,-0.5,0.03799999877810478,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
OH,-0.08799999952316284,-0.08299999684095383,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MO,-0.0689999982714653,-0.04699999839067459,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
VA,-0.017000000923871994,0.007000000216066837,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IL,0.23499999940395355,0.2529999911785126,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
FL,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,-0.5,-0.029999999329447746,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
KY,0.06300000101327896,0.10899999737739563,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
VA,-0.003000000026077032,-0.041999999433755875,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IA,-0.17299999296665192,-0.10400000214576721,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IA,-0.5,-0.1379999965429306,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
LA,0.5,0.5,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
TN,0.17499999701976776,0.40799999237060547,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
TX,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
PA,-0.12600000202655792,-0.12800000607967377,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OR,-0.16300000250339508,-0.05900000035762787,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,0.12099999934434891,0.18700000643730164,0,1954,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0.12600000202655792
VA,0.5,0.24400000274181366,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OK,0.10400000214576721,0.1469999998807907,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
WA,-0.0430000014603138,-0.020999999716877937,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CO,-0.07699999958276749,-0.029999999329447746,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
CA,-0.5,-0.09099999815225601,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
VA,0.07699999958276749,0.07999999821186066,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,-0.10499999672174454,-0.0820000022649765,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OH,-0.08799999952316284,-0.15299999713897705,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MA,-0.04600000008940697,-0.007000000216066837,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MD,-0.07800000160932541,-0.014000000432133675,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
WI,-0.09399999678134918,-0.04399999976158142,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
AR,0.05999999865889549,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IL,0.14499999582767487,0.23199999332427979,0,1954,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NC,0.5,0.31200000643730164,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,-0.5,-0.07900000363588333,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IL,-0.11800000071525574,-0.1289999932050705,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,0.210999995470047,0.30300000309944153,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
TX,0.5,0.5,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IL,-0.12999999523162842,-0.11999999731779099,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
IL,-0.09399999678134918,-0.008999999612569809,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
PA,-0.14900000393390656,-0.06499999761581421,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
IL,-0.06199999898672104,0.026000000536441803,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MI,0.16699999570846558,0.22699999809265137,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IL,-0.07699999958276749,-0.028999999165534973,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,0.3199999928474426,0.33000001311302185,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
GA,0.5,0.5,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
WI,-0.23600000143051147,-0.11999999731779099,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CT,-0.050999999046325684,-0.009999999776482582,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OH,0.14300000667572021,-0.03999999910593033,0,1954,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.12600000202655792
KY,0.05900000035762787,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IN,-0.0949999988079071,-0.050999999046325684,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
NY,0.039000000804662704,0.1120000034570694,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OK,0.12399999797344208,0.1599999964237213,0,1954,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,0.27399998903274536,0.33500000834465027,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
GA,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
AR,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CT,-0.06700000166893005,-0.02800000086426735,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,0.05000000074505806,0.1469999998807907,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,-0.5,-0.21199999749660492,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,-0.20000000298023224,-0.18400000035762787,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,0.1589999943971634,0.23999999463558197,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
UT,-0.02500000037252903,-0.07199999690055847,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
AL,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
SC,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IN,-0.14300000667572021,-0.10100000351667404,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
ME,-0.1679999977350235,-0.03999999910593033,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,-0.09700000286102295,-0.12099999934434891,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
TN,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MO,-0.11699999868869781,-0.035999998450279236,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
AR,0.3019999861717224,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MS,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
TN,-0.1889999955892563,-0.07999999821186066,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
IA,-0.11999999731779099,-0.0560000017285347,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
TX,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
WI,-0.01600000075995922,0.023000000044703484,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
IL,-0.06599999964237213,-0.020999999716877937,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
IN,-0.13699999451637268,-0.09600000083446503,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MA,0.01899999938905239,0.09600000083446503,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MI,0.10899999737739563,0.18000000715255737,0,1954,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,0.5,0.22100000083446503,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
PA,-0.035999998450279236,-0.004999999888241291,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,0.0860000029206276,0.18700000643730164,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MA,-0.010999999940395355,0.03200000151991844,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
IL,-0.13600000739097595,-0.12800000607967377,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,0.5,0.5,0,1954,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,-0.05299999937415123,-0.07599999755620956,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CA,-0.5,-0.0689999982714653,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
TX,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MN,0.125,0.21799999475479126,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
KS,-0.0729999989271164,-0.04699999839067459,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
PA,0.028999999165534973,0.11100000143051147,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OH,-0.08500000089406967,-0.04600000008940697,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
NC,0.2529999911785126,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NJ,-0.04800000041723251,-0.03099999949336052,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MS,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
KS,-0.20900000631809235,-0.14900000393390656,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
WA,-0.01600000075995922,-0.026000000536441803,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,0.16699999570846558,0.2770000100135803,0,1954,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0.12600000202655792
LA,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
WI,-0.22300000488758087,-0.09099999815225601,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OH,-0.06599999964237213,-0.08399999886751175,0,1954,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.12600000202655792
NJ,0.07599999755620956,0.1340000033378601,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
OH,0.0010000000474974513,0.02199999988079071,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MI,-0.02800000086426735,0.013000000268220901,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,-0.19499999284744263,-0.21699999272823334,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
KS,-0.125,-0.032999999821186066,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
GA,0.5,0.5,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
MI,-0.12200000137090683,-0.09700000286102295,0,1954,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.12600000202655792
OH,-0.18299999833106995,-0.17599999904632568,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NE,-0.21799999475479126,-0.15199999511241913,0,1954,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
NY,0.5,-0.5,0,1954,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
CO,0.0010000000474974513,0.03500000014901161,0,1954,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.12600000202655792
